--------- beginning of events
12-15 10:38:22.610   251   251 I auditd  : type=1403 audit(0.0:2): policy loaded auid=4294967295 ses=4294967295
--------- beginning of system
12-15 10:38:28.884   254   254 I vold    : Vold 3.0 (the awakening) firing up
12-15 10:38:28.885   254   254 V vold    : Detected support for: exfat ext4 ntfs vfat
12-15 10:38:28.890   254   254 W Vold    : Tearing down stale mount /storage/usbotg
12-15 10:38:28.890   254   254 W Vold    : Tearing down stale mount /mnt/media_rw
12-15 10:38:29.201   254   264 V vold    : /system/bin/sgdisk
12-15 10:38:29.201   254   264 V vold    :     --android-dump
12-15 10:38:29.201   254   264 V vold    :     /dev/block/vold/disk:179_128
12-15 10:38:29.205   254   266 D vold    : e4crypt_init_user0
12-15 10:38:29.206   254   266 D vold    : e4crypt_prepare_user_storage for volume null, user 0, serial 0, flags 1
12-15 10:38:29.206   254   266 D vold    : Preparing: /data/system/users/0
12-15 10:38:29.208   254   266 D vold    : Preparing: /data/misc/profiles/cur/0
12-15 10:38:29.209   254   266 D vold    : Preparing: /data/misc/profiles/cur/0/foreign-dex
12-15 10:38:29.210   254   266 D vold    : Preparing: /data/system_de/0
12-15 10:38:29.210   254   266 D vold    : Preparing: /data/misc_de/0
12-15 10:38:29.211   254   266 D vold    : Preparing: /data/user_de/0
12-15 10:38:29.213   254   266 D vold    : e4crypt_unlock_user_key 0 serial=0 token_present=0
12-15 10:38:29.526   254   264 V vold    : DISK gpt CBC83FD9-4235-4453-8D69-6B98D2518C8B
12-15 10:38:29.526   254   264 V vold    : 
12-15 10:38:29.527   254   264 V vold    : PART 1 EBD0A0A2-B9E5-4433-87C0-68B6B72699C7 6364D990-56C9-45B7-991C-554740580B3D Microsoft basic data
12-15 10:38:29.527   254   264 V vold    : 
12-15 10:38:30.160   256   256 I auditd  : type=1400 audit(0.0:3): avc: denied { read write } for comm="logd.daemon" name="mmcblk0p6" dev="tmpfs" ino=325 scontext=u:r:logd:s0 tcontext=u:object_r:block_device:s0 tclass=blk_file permissive=1
12-15 10:38:30.160   256   256 I auditd  : type=1400 audit(0.0:4): avc: denied { open } for comm="logd.daemon" path="/dev/block/mmcblk0p6" dev="tmpfs" ino=325 scontext=u:r:logd:s0 tcontext=u:object_r:block_device:s0 tclass=blk_file permissive=1
12-15 10:38:31.000   281   281 I auditd  : type=1400 audit(0.0:5): avc: denied { write } for comm="surfaceflinger" name="trace_marker" dev="debugfs" ino=1051 scontext=u:r:surfaceflinger:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:31.000   281   281 I auditd  : type=1400 audit(0.0:6): avc: denied { open } for comm="surfaceflinger" path="/sys/kernel/debug/tracing/trace_marker" dev="debugfs" ino=1051 scontext=u:r:surfaceflinger:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.220   295   295 I auditd  : type=1400 audit(0.0:7): avc: denied { write } for comm="cameraserver" name="trace_marker" dev="debugfs" ino=1051 scontext=u:r:cameraserver:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.220   295   295 I auditd  : type=1400 audit(0.0:8): avc: denied { open } for comm="cameraserver" path="/sys/kernel/debug/tracing/trace_marker" dev="debugfs" ino=1051 scontext=u:r:cameraserver:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.280   403   403 I auditd  : type=1400 audit(0.0:9): avc: denied { read } for comm="nvram_daemon" name="boot_mode" dev="sysfs" ino=117 scontext=u:r:nvram_daemon:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
12-15 10:38:32.280   403   403 I auditd  : type=1400 audit(0.0:10): avc: denied { open } for comm="nvram_daemon" path="/sys/devices/virtual/BOOT/BOOT/boot/boot_mode" dev="sysfs" ino=117 scontext=u:r:nvram_daemon:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
12-15 10:38:32.625   294   294 I liblog  : 196
12-15 10:38:32.716   294   415 I liblog  : 115
12-15 10:38:33.070   293   293 I boot_progress_start: 12853
12-15 10:38:39.564   532   575 W PackageManager: Package com.google.android.ext.shared library android.ext.shared already exists; skipping
12-15 10:38:39.582   532   577 W PackageParser: Unknown element under <manifest>: meta-data at /system/app/HexoLibre/HexoLibre.apk Binary XML file line #17
12-15 10:38:39.582   532   577 W PackageParser: Unknown element under <manifest>: meta-data at /system/app/HexoLibre/HexoLibre.apk Binary XML file line #18
12-15 10:38:39.749   532   574 W PackageManager: Permission com.android.chrome.permission.DEBUG from package com.android.chrome in an unknown group android.permission-group.DEVELOPMENT_TOOLS
12-15 10:38:40.017   532   572 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.calendar activity: com.android.calendar.event.LaunchInfoActivity origPrio: 50
12-15 10:38:40.071   532   577 W PackageManager: Permission com.google.android.apps.docs.permission.READ_MY_DATA from package com.google.android.apps.docs in an unknown group android.permission-group.PERSONAL_INFO
12-15 10:38:40.071   532   577 W PackageManager: Permission com.google.android.apps.docs.permission.SYNC_STATUS from package com.google.android.apps.docs in an unknown group android.permission-group.PERSONAL_INFO
12-15 10:38:40.160   532   573 W PackageManager: Permission com.google.android.apps.docs.editors.kix.permission.READ_MY_DATA from package com.google.android.apps.docs.editors.docs in an unknown group android.permission-group.PERSONAL_INFO
12-15 10:38:40.160   532   573 W PackageManager: Permission com.google.android.apps.docs.editors.kix.permission.SYNC_STATUS from package com.google.android.apps.docs.editors.docs in an unknown group android.permission-group.PERSONAL_INFO
12-15 10:38:40.450   532   577 W PackageParser: No actions in intent filter at /system/app/PrebuiltGmail/PrebuiltGmail.apk Binary XML file line #269
12-15 10:38:40.460   532   577 W PackageManager: Failed to parse /system/app/PrebuiltGmail: Package com.google.android.gm at /system/app/PrebuiltGmail ignored: updated version 58706527 better than this 58706521
12-15 10:38:40.503   532   574 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.apps.plus activity: com.google.android.libraries.social.gateway.GatewayActivity origPrio: 999
12-15 10:38:40.504   532   574 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.apps.plus activity: com.google.android.libraries.social.gateway.GatewayActivityCollexionsAlias origPrio: 999
12-15 10:38:40.505   532   574 W PackageManager: Permission com.google.android.apps.photos.permission.GOOGLE_PHOTOS from package com.google.android.apps.plus in an unknown group android.permission-group.PERSONAL_INFO
12-15 10:38:40.505   532   574 W PackageManager: Permission com.google.android.apps.plus.permission.PICASA_STORE from package com.google.android.apps.plus in an unknown group android.permission-group.PERSONAL_INFO
12-15 10:38:40.506   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.talk activity: com.google.android.apps.hangouts.phone.BabelHomeActivity origPrio: 999
12-15 10:38:40.507   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.talk activity: com.google.android.apps.hangouts.phone.HangoutUrlHandlerActivity origPrio: 999
12-15 10:38:40.507   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.talk activity: com.google.android.apps.hangouts.phone.HangoutUrlHandlerActivity origPrio: 999
12-15 10:38:40.507   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.talk activity: com.google.android.apps.hangouts.phone.ConversationUrlHandlerActivity origPrio: 999
12-15 10:38:40.507   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.talk activity: com.google.android.apps.hangouts.phone.ConversationUrlHandlerActivity origPrio: 999
12-15 10:38:40.521   532   573 W PackageManager: Failed to parse /system/app/PrebuiltKeep: Package com.google.android.keep at /system/app/PrebuiltKeep ignored: updated version 64910230 better than this 64910130
12-15 10:38:40.718   532   572 W PackageManager: Failed to parse /system/app/Videos: Package com.google.android.videos at /system/app/Videos ignored: updated version 32110002 better than this 32109005
12-15 10:38:41.025   532   577 W PackageManager: Failed to parse /system/app/WebViewStub: Package com.google.android.webview at /system/app/WebViewStub ignored: updated version 288309100 better than this 100
12-15 10:38:41.070   532   572 W PackageManager: Permission com.google.android.apps.docs.editors.trix.permission.READ_MY_DATA from package com.google.android.apps.docs.editors.sheets in an unknown group android.permission-group.PERSONAL_INFO
12-15 10:38:41.070   532   572 W PackageManager: Permission com.google.android.apps.docs.editors.trix.permission.SYNC_STATUS from package com.google.android.apps.docs.editors.sheets in an unknown group android.permission-group.PERSONAL_INFO
12-15 10:38:41.191   532   575 W PackageManager: Permission com.google.android.apps.docs.editors.punch.permission.READ_MY_DATA from package com.google.android.apps.docs.editors.slides in an unknown group android.permission-group.PERSONAL_INFO
12-15 10:38:41.191   532   575 W PackageManager: Permission com.google.android.apps.docs.editors.punch.permission.SYNC_STATUS from package com.google.android.apps.docs.editors.slides in an unknown group android.permission-group.PERSONAL_INFO
12-15 10:38:41.274   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.restricted.matches.RestrictedParticipantListActivity origPrio: 10
12-15 10:38:41.274   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.achievements.ClientAchievementListActivity origPrio: 10
12-15 10:38:41.274   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.achievements.ClientAchievementListActivity origPrio: 10
12-15 10:38:41.274   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.restricted.achievements.RestrictedAchievementDescriptionActivity origPrio: 10
12-15 10:38:41.274   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.leaderboards.ClientLeaderboardListActivity origPrio: 10
12-15 10:38:41.274   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.leaderboards.ClientLeaderboardListActivity origPrio: 10
12-15 10:38:41.274   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.leaderboards.ClientLeaderboardScoreActivity origPrio: 10
12-15 10:38:41.274   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.leaderboards.ClientLeaderboardScoreActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.matches.SelectOpponentsActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.matches.SelectOpponentsActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.matches.SelectOpponentsActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.matches.SelectOpponentsActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.players.ClientPlayerSearchActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.players.ClientPlayerSearchActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.matches.RealTimeWaitingRoomActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.matches.RealTimeWaitingRoomActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.matches.ClientMultiplayerInboxActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.matches.ClientMultiplayerInboxActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.matches.ClientMultiplayerInboxActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.matches.ClientPublicInvitationActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.requests.SendRequestActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.requests.ClientRequestInboxActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.requests.ClientPublicRequestActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.main.ClientSettingsActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.main.ClientSettingsActivity origPrio: 10
12-15 10:38:41.275   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.snapshots.ClientSnapshotListActivity origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.quests.ClientQuestListActivity origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.quests.ClientQuestDetailActivity origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.dialog.InterstitialVideoDialogLauncher origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.dialog.InterstitialVideoDialogLauncher origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.dialog.CaptureHeadlessPermissionActivity origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.dialog.CaptureHeadlessPermissionActivity origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.restricted.videos.RestrictedVideoCapturedActivity origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.videos.ClientMyVideosActivity origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.client.videos.ClientMyVideosActivity origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.testcompat.ParcelTestCompatActivity origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.testcompat.ParcelTestCompatActivity origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.GamesSettingsActivity origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.GamesSettingsDebugActivity origPrio: 10
12-15 10:38:41.276   532   578 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.android.play.games activity: com.google.android.gms.games.ui.signin.SignInActivity origPrio: 10
12-15 10:38:41.278   532   573 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.vr.vrcore activity: com.google.vr.vrcore.daydream.DonPrepareActivity origPrio: 100
12-15 10:38:41.278   532   573 W PackageManager: Non-privileged app; cap priority to 0; package: com.google.vr.vrcore activity: com.google.vr.vrcore.settings.VrSettingsActivity origPrio: 100
12-15 10:38:41.281   532   532 I boot_progress_pms_data_scan_start: 21065
12-15 10:38:41.283   532   574 W PackageManager: Failed to parse /data/app/mcRegistry: Missing base APK in /data/app/mcRegistry
12-15 10:38:41.462   532   574 W PackageParser: Unknown element under <application>: uses-sdk at /data/app/org.videolan.vlc-1/base.apk Binary XML file line #561
12-15 10:38:41.463   532   572 W PackageManager: Package com.mxtech.videoplayer.ad desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
12-15 10:38:41.474   532   575 W PackageManager: Package org.telegram.messenger desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
12-15 10:38:41.521   532   573 W PackageParser: No actions in intent filter at /data/app/com.google.android.gm-1/base.apk Binary XML file line #269
12-15 10:38:41.541   532   573 W PackageManager: Permission com.google.android.gm.email.permission.READ_ATTACHMENT from package com.google.android.gm in an unknown group android.permission-group.MESSAGES
12-15 10:38:41.542   532   573 W PackageManager: Permission com.google.android.gm.permission.READ_GMAIL from package com.google.android.gm in an unknown group android.permission-group.MESSAGES
12-15 10:38:41.542   532   573 W PackageManager: Permission com.google.android.gm.permission.WRITE_GMAIL from package com.google.android.gm in an unknown group android.permission-group.MESSAGES
12-15 10:38:41.542   532   573 W PackageManager: Permission com.google.android.gm.permission.AUTO_SEND from package com.google.android.gm in an unknown group android.permission-group.MESSAGES
12-15 10:38:41.542   532   573 W PackageManager: Permission com.google.android.gm.permission.READ_CONTENT_PROVIDER from package com.google.android.gm in an unknown group android.permission-group.MESSAGES
12-15 10:38:41.841   532   575 W PackageManager: Non-privileged app; cap priority to 0; package: org.telegram.messenger activity: org.telegram.ui.LaunchActivity origPrio: 1
12-15 10:38:41.841   532   575 W PackageManager: Non-privileged app; cap priority to 0; package: org.telegram.messenger activity: org.telegram.ui.ShareActivity origPrio: 1
12-15 10:38:42.099   532   532 W PackageManager: Protected action; cap priority to 0; package: com.android.cts.priv.ctsshim activity: com.android.cts.priv.ctsshim.InstallPriority origPrio: 100
12-15 10:38:42.099   532   532 W PackageManager: Protected action; cap priority to 0; package: com.android.cts.priv.ctsshim activity: com.android.cts.priv.ctsshim.InstallPriority origPrio: 100
12-15 10:38:42.099   532   532 W PackageManager: Protected action; cap priority to 0; package: com.android.cts.priv.ctsshim activity: com.android.cts.priv.ctsshim.InstallPriority origPrio: 100
12-15 10:38:42.099   532   532 W PackageManager: Protected action; cap priority to 0; package: com.android.cts.priv.ctsshim activity: com.android.cts.priv.ctsshim.InstallPriority origPrio: 100
12-15 10:38:42.099   532   532 W PackageManager: Protected action; cap priority to 0; package: com.google.android.gms activity: com.google.android.gms.appinvite.AppInviteAcceptInvitationActivity origPrio: 900
12-15 10:38:42.099   532   532 W PackageManager: Protected action; cap priority to 0; package: com.google.android.gms activity: com.google.android.gms.appinvite.AppInviteAcceptInvitationActivity origPrio: 900
12-15 10:38:42.099   532   532 W PackageManager: Protected action; cap priority to 0; package: com.google.android.gms activity: com.google.android.gms.appinvite.AppInviteAcceptInvitationActivity origPrio: 900
12-15 10:38:42.099   532   532 W PackageManager: Protected action; cap priority to 0; package: com.google.android.gms activity: com.google.android.gms.walletp2p.feature.transfer.TransferMoneyActivity origPrio: 900
12-15 10:38:42.100   532   532 W PackageManager: Package org.telegram.messenger desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
12-15 10:38:42.100   532   532 W PackageManager: Package com.mxtech.videoplayer.ad desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
12-15 10:38:42.100   532   532 W PackageManager: Package com.google.android.gms desires unavailable shared library com.google.android.ble; ignoring!
12-15 10:38:42.100   532   532 W PackageManager: Package com.google.android.GoogleCamera desires unavailable shared library com.google.android.gestureservice; ignoring!
12-15 10:38:42.100   532   532 I PackageManager: Adjusting ABI for com.android.providers.media to armeabi-v7a (requirer=com.android.mtp, scannedPackage=null)
12-15 10:38:42.101   532   532 I PackageManager: Adjusting ABI for com.android.providers.downloads to armeabi-v7a (requirer=com.android.mtp, scannedPackage=null)
12-15 10:38:42.102   532   532 I PackageManager: Adjusting ABI for com.android.providers.downloads.ui to armeabi-v7a (requirer=com.android.mtp, scannedPackage=null)
12-15 10:38:42.103   532   532 I PackageManager: Adjusting ABI for com.google.android.gsf to armeabi-v7a (requirer=com.google.android.gms, scannedPackage=null)
12-15 10:38:42.104   532   532 I PackageManager: Adjusting ABI for com.google.android.backuptransport to armeabi-v7a (requirer=com.google.android.gms, scannedPackage=null)
12-15 10:38:42.105   532   532 I PackageManager: Adjusting ABI for com.google.android.gsf.login to armeabi-v7a (requirer=com.google.android.gms, scannedPackage=null)
12-15 10:38:42.106   532   532 I PackageManager: Adjusting ABI for com.android.providers.settings to armeabi-v7a (requirer=android, scannedPackage=null)
12-15 10:38:42.107   532   532 I PackageManager: Adjusting ABI for com.android.wallpaperbackup to armeabi-v7a (requirer=android, scannedPackage=null)
12-15 10:38:42.107   532   532 I PackageManager: Adjusting ABI for com.android.location.fused to armeabi-v7a (requirer=android, scannedPackage=null)
12-15 10:38:42.108   532   532 I PackageManager: Adjusting ABI for com.android.settings to armeabi-v7a (requirer=android, scannedPackage=null)
12-15 10:38:42.109   532   532 I PackageManager: Adjusting ABI for com.android.inputdevices to armeabi-v7a (requirer=android, scannedPackage=null)
12-15 10:38:42.110   532   532 I PackageManager: Adjusting ABI for org.cyanogenmod.cmparts to armeabi-v7a (requirer=android, scannedPackage=null)
12-15 10:38:42.111   532   532 I PackageManager: Adjusting ABI for com.android.keychain to armeabi-v7a (requirer=android, scannedPackage=null)
12-15 10:38:42.112   532   532 I PackageManager: Adjusting ABI for org.cyanogenmod.cmsettings to armeabi-v7a (requirer=android, scannedPackage=null)
12-15 10:38:42.113   532   532 I PackageManager: Adjusting ABI for com.android.development to armeabi-v7a (requirer=android, scannedPackage=null)
12-15 10:38:42.113   532   532 I PackageManager: Adjusting ABI for com.android.server.telecom to armeabi-v7a (requirer=android, scannedPackage=null)
12-15 10:38:42.114   532   532 I PackageManager: Adjusting ABI for com.cyanogenmod.setupwizard to armeabi-v7a (requirer=android, scannedPackage=null)
12-15 10:38:42.115   532   532 I PackageManager: Adjusting ABI for cyanogenmod.platform to armeabi-v7a (requirer=android, scannedPackage=null)
